time/fps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/total_timesteps,train/value_loss,train/explained_variance,train/clip_range,train/learning_rate,train/clip_fraction,train/entropy_loss,train/approx_kl,train/loss,train/n_updates,train/policy_gradient_loss
3,13626,19.90803698,21,29.19,43008,2.3832670217379928,0.408907949924469,0.2,0.0003,0.0251953125,-0.636933289654553,0.0032794164,0.7652899622917175,200,-0.002443135459907353
3,14276,20.17529278,22,29.58,45056,52.59952750876546,0.124683678150177,0.2,0.0003,0.040673828125,-0.5319125807844103,0.0038380073,36.0920295715332,210,-0.00339382669335464
3,14923,20.40086916,23,29.9,47104,8.137246936559677,0.48025572299957275,0.2,0.0003,0.05595703125,-0.5667203341610729,0.0056861425,0.6372279524803162,220,-0.000544055243517505
3,15571,20.452167340000003,24,29.97,49152,11.325747834704817,0.2708303928375244,0.2,0.0003,0.024365234375,-0.5741142597049474,0.0029735728,3.866179943084717,230,-0.0006059778352209833
3,16220,20.30361526,25,29.76,51200,13.142895698547363,0.0513460636138916,0.2,0.0003,0.0400390625,-0.5810162464156747,0.0023155257,2.002763509750366,240,-0.0007829754351405427
3,16868,19.50829118,26,28.66,53248,7.287254420015961,0.22159165143966675,0.2,0.0003,0.048388671875,-0.5854405916295946,0.0052161324,0.34181320667266846,250,-0.0027473335307149683
3,17516,20.15029122,27,29.56,55296,50.0231745775789,0.0696038007736206,0.2,0.0003,0.010400390625,-0.5643042890354991,0.0013479459,28.274730682373047,260,-0.0029110400879289954
3,18165,19.97615254,28,29.31,57344,18.685053839720787,0.26750344038009644,0.2,0.0003,0.04140625,-0.4925085375085473,0.0029728215,7.049492359161377,270,-0.0036021305408212357
3,18814,20.08960291,29,29.48,59392,23.039389205537738,0.16715937852859497,0.2,0.0003,0.017333984375,-0.4900941701605916,0.0014915655,1.6206121444702148,280,5.863261649210472e-05
3,19463,20.13119131,30,29.52,61440,1.4512307545170189,0.09897714853286743,0.2,0.0003,0.03408203125,-0.4692032885737717,0.002349885,0.31332841515541077,290,-0.0006369386072037741
3,20111,20.068656869999998,31,29.45,63488,27.631988085992635,0.1795094609260559,0.2,0.0003,0.01083984375,-0.46543687833473085,0.0027134162,5.420188903808594,300,-0.0012491899607994128
3,20759,20.0759233,32,29.47,65536,45.814910592138766,0.14092254638671875,0.2,0.0003,0.000146484375,-0.4478667973540723,0.0010645282,52.783203125,310,-0.0008228894315834623
3,21407,20.17010398,33,29.6,67584,4.191023032180965,0.6944762170314789,0.2,0.0003,0.0150390625,-0.4126740825362504,0.002072588,1.1265255212783813,320,-0.001327286347077461
3,22055,20.25842291,34,29.72,69632,32.745831111632285,0.16108912229537964,0.2,0.0003,0.034130859375,-0.35140816811472175,0.003226913,7.991710662841797,330,-0.002615475184575189
3,22704,20.46134211,35,30.0,71680,13.878757591545583,0.3833911418914795,0.2,0.0003,0.0134765625,-0.36526010325178504,0.00076595455,4.9472737312316895,340,-6.15729722994729e-06
3,23352,20.465412999999998,36,30.0,73728,0.8038938580546529,0.5347883999347687,0.2,0.0003,0.03076171875,-0.38578102281317117,0.0020246084,0.3640660345554352,350,-0.0011115730143501424
3,24001,20.35301672,37,29.84,75776,0.3227554267738014,0.6782543957233429,0.2,0.0003,0.0470703125,-0.44230209328234193,0.011085515,0.24269041419029236,360,-0.004758545023651095
3,24650,20.01845575,38,29.4,77824,13.25753987118369,0.04001802206039429,0.2,0.0003,0.04052734375,-0.5221578072756529,0.010147429,0.02535836212337017,370,-0.00030767182615818454
3,25298,20.09793195,39,29.51,79872,35.104655225994065,0.06819581985473633,0.2,0.0003,0.000634765625,-0.48803748078644277,0.00021268189,14.498512268066406,380,0.0005058084963820875
3,25947,20.06974007,40,29.46,81920,23.039373751170935,0.192541241645813,0.2,0.0003,0.007080078125,-0.42422904819250107,0.0024736796,0.7125784754753113,390,-0.00100707574201806
3,26596,20.12160404,41,29.53,83968,36.768151284754275,0.2832905650138855,0.2,0.0003,0.0,-0.37000627275556325,0.0007978106,22.9831485748291,400,-0.0004346973544670618
3,27247,20.20491087,42,29.65,86016,40.509051787108184,0.22889548540115356,0.2,0.0003,0.01708984375,-0.40564714102074506,0.0015848301,9.054204940795898,410,-0.0018924259544291998
3,27896,20.061411399999997,43,29.44,88064,36.9218097563833,0.1351633071899414,0.2,0.0003,9.765625e-05,-0.4004731466062367,0.00048764134,17.282663345336914,420,-0.00043968519385089165
3,28542,20.1856939,44,29.62,90112,24.100104322470724,0.31603574752807617,0.2,0.0003,0.018505859375,-0.4473299025557935,0.001975635,7.651856899261475,430,-0.0008284450777864549
3,29191,20.234295590000002,45,29.7,92160,31.879480040445923,0.1134793758392334,0.2,0.0003,0.016748046875,-0.4079996794462204,0.0012783785,9.032132148742676,440,-0.0016840791278809775
3,29841,20.26714892,46,29.74,94208,12.048768027126789,0.5264144241809845,0.2,0.0003,0.026953125,-0.424535343144089,0.0018340249,0.974207878112793,450,-0.001965420521446504
3,30491,20.22421659,47,29.67,96256,10.673106869775802,0.2847225069999695,0.2,0.0003,0.045849609375,-0.45435798075050116,0.005231711,0.09565743058919907,460,-0.00011410332372179255
3,31154,20.40558128,48,29.94,98304,15.776143757719547,0.06929993629455566,0.2,0.0003,0.02744140625,-0.4241499090567231,0.002106604,6.101412773132324,470,-0.00024287336418638006
3,31803,20.27164729,49,29.75,100352,26.232454131543637,0.24477392435073853,0.2,0.0003,0.00224609375,-0.3864673325791955,0.0007818997,1.5271084308624268,480,-0.0012852580170147122
3,32451,20.25378287,50,29.71,102400,23.820127036608756,0.22166556119918823,0.2,0.0003,0.050048828125,-0.44849464753642676,0.0015967048,1.769333004951477,490,-0.0005239549871475901
3,33102,20.2800013,51,29.74,104448,14.79442243995145,0.18311208486557007,0.2,0.0003,0.019873046875,-0.490457856003195,0.0016419837,9.73736572265625,500,-9.002429324027617e-05
3,33751,20.201035830000002,52,29.64,106496,12.082086757849902,0.3333140015602112,0.2,0.0003,0.058251953125,-0.4442718654870987,0.012770202,0.39289823174476624,510,-0.00032645958854118364
3,34400,19.83396694,53,29.13,108544,24.0564798344858,0.0813150405883789,0.2,0.0003,0.018896484375,-0.4721305067650974,0.0018341872,0.46101677417755127,520,-0.0007042543933494016
3,35049,19.946788899999998,54,29.28,110592,39.77505491496995,0.04676258563995361,0.2,0.0003,0.0310546875,-0.5655026055872441,0.0030702525,13.553622245788574,530,-0.0019537079460860696
3,35699,20.31970722,55,29.79,112640,21.316144207958132,0.1953434944152832,0.2,0.0003,0.070703125,-0.5359970935620367,0.014684429,20.46384048461914,540,-0.00026045988779515027
3,36348,20.450437389999998,56,29.97,114688,24.650841091014446,0.15808290243148804,0.2,0.0003,0.01923828125,-0.5357502847909927,0.00476887,11.183584213256836,550,-0.0007775416510412469
3,36996,20.04384287,57,29.42,116736,0.46913562710396944,-1.048414945602417,0.2,0.0003,0.052294921875,-0.44922144152224064,0.0059867,0.1798766553401947,560,-0.0029331757432373706
3,37646,20.371446759999998,58,29.88,118784,36.439850656688215,0.09625089168548584,0.2,0.0003,0.0232421875,-0.4518040355294943,0.0038294008,11.357490539550781,570,-0.0019431954191531987
3,38295,20.45656964,59,30.0,120832,18.867819407209755,0.29702228307724,0.2,0.0003,0.034423828125,-0.4107928084209561,0.002924297,2.9135427474975586,580,-0.002171149013156537
3,38943,20.38653748,60,29.88,122880,0.6788633883930743,0.6655859053134918,0.2,0.0003,0.0638671875,-0.45345099018886686,0.0072115846,0.24766209721565247,590,-0.004344855513772927
3,39593,20.35283027,61,29.84,124928,16.595942727848886,0.04230999946594238,0.2,0.0003,0.08330078125,-0.5339365678839385,0.027928278,11.772079467773438,600,-0.00387004830990918
3,40244,20.427182419999998,62,29.93,126976,16.608465031441302,0.09458482265472412,0.2,0.0003,0.062451171875,-0.535452991258353,0.0024752705,14.235416412353516,610,-0.0005881086271983804
3,40893,20.074809719999998,63,29.45,129024,17.634417102718725,0.050401508808135986,0.2,0.0003,0.05107421875,-0.5690882517956197,0.010361118,0.35625922679901123,620,-0.0022364074051438366
3,41542,20.116008729999997,64,29.53,131072,48.40274176038802,0.0643237829208374,0.2,0.0003,0.009326171875,-0.409325557295233,0.0012797624,6.724323272705078,630,-0.0015566402274998837
3,42191,20.233768490000003,65,29.68,133120,39.284652993083,0.08908849954605103,0.2,0.0003,0.025244140625,-0.5032695937901736,0.0027448763,17.01106834411621,640,-0.0018000407333602197
3,42841,20.32744311,66,29.8,135168,16.54904953055084,0.13854891061782837,0.2,0.0003,0.0330078125,-0.4711754497140646,0.0024125287,4.181199073791504,650,3.9558062417199837e-05
3,43490,20.310908840000003,67,29.76,137216,14.93272896008566,0.27710288763046265,0.2,0.0003,0.069189453125,-0.5264956732280552,0.0039674826,0.3466910719871521,660,-0.0021101177004311466
3,44138,20.18904851,68,29.61,139264,15.526530181011186,0.0692492127418518,0.2,0.0003,0.0578125,-0.5451953521929681,0.002553845,0.2331376075744629,670,0.0008066613423579838
3,44787,20.07377016,69,29.44,141312,28.986045902594924,0.038371741771698,0.2,0.0003,0.03017578125,-0.505237047933042,0.002143789,15.401262283325195,680,-0.0013857828365871684
3,45436,20.230086449999998,70,29.66,143360,27.526141635794193,0.03632551431655884,0.2,0.0003,0.072900390625,-0.5302542112767696,0.0020706528,6.342413425445557,690,-0.0023335014695476273
3,46086,20.19379359,71,29.61,145408,26.31402715612203,0.09011077880859375,0.2,0.0003,0.022705078125,-0.49145873002707957,0.0014839103,26.28184700012207,700,-0.0026017647243861573
3,46735,20.06204194,72,29.43,147456,23.61218021120876,0.08900588750839233,0.2,0.0003,0.065380859375,-0.5068648391403258,0.008340537,17.838687896728516,710,-0.0013878339967050124
3,47385,20.08981424,73,29.48,149504,28.948474378883837,0.13566988706588745,0.2,0.0003,0.052099609375,-0.5323027004487813,0.004259508,2.1536219120025635,720,-0.0009421252929314505
3,48033,20.22560894,74,29.66,151552,39.62130807656795,0.08564931154251099,0.2,0.0003,0.019091796875,-0.49281008038669827,0.0027177385,25.63396453857422,730,-0.001323105777191813
3,48683,20.372848450000003,75,29.87,153600,16.999018165282905,0.19502198696136475,0.2,0.0003,0.056396484375,-0.4838986225426197,0.008456806,10.747427940368652,740,-0.0012415106950356858
3,49333,20.442970879999997,76,29.98,155648,44.50624073520303,0.06411886215209961,0.2,0.0003,0.023828125,-0.4187091733328998,0.0028984817,33.43036651611328,750,-0.0029045250037597727
3,49982,20.287593880000003,77,29.74,157696,10.255009743757546,0.2812957763671875,0.2,0.0003,0.039501953125,-0.3922178559936583,0.004801521,1.9565058946609497,760,-4.761023446917534e-05
3,50633,20.474140490000003,78,30.0,159744,11.061585925985128,0.11844205856323242,0.2,0.0003,0.056494140625,-0.439181412383914,0.008594407,0.6674933433532715,770,-0.00010832149710040539
3,51281,20.12583782,79,29.53,161792,0.4552059224108234,0.20481497049331665,0.2,0.0003,0.056298828125,-0.36447181017138064,0.009587499,0.20374536514282227,780,-0.0007360764051554724
3,51931,19.85775467,80,29.16,163840,38.15702456766739,0.03995126485824585,0.2,0.0003,0.0263671875,-0.3893548845313489,0.0017717084,25.36866569519043,790,-0.0006497849281004164
3,52581,20.34536703,81,29.84,165888,55.6940878784284,0.0457112193107605,0.2,0.0003,0.017529296875,-0.40663406187668444,0.0019597653,51.37657928466797,800,-0.0033414569836168083
3,53230,20.29839967,82,29.77,167936,14.461202972568572,0.2884608507156372,0.2,0.0003,0.029345703125,-0.4301820505410433,0.0019140176,1.2890987396240234,810,-0.002495522567187436
3,53881,20.37378911,83,29.87,169984,25.14998214058578,0.251285195350647,0.2,0.0003,0.00888671875,-0.45269555784761906,0.0016043318,10.365996360778809,820,0.0002360502490773797
3,54530,20.074685730000002,84,29.46,172032,0.8908432149910368,-0.5286132097244263,0.2,0.0003,0.062353515625,-0.4669396714307368,0.006452566,0.3677058517932892,830,-0.0018843678270059172
3,55179,20.07651422,85,29.46,174080,34.93233773177489,0.12033170461654663,0.2,0.0003,0.01171875,-0.5581224831752479,0.001127447,2.059664487838745,840,-0.0013756647931586485
3,55828,20.17403748,86,29.59,176128,23.984431810723617,0.2055208683013916,0.2,0.0003,0.050146484375,-0.5756452106870711,0.01257633,0.277336061000824,850,-0.0005948528487351723
3,56478,20.145570149999998,87,29.57,178176,8.53528369939886,0.334447979927063,0.2,0.0003,0.07861328125,-0.5553445731289685,0.007890551,0.42960429191589355,860,-0.0018652422688319348
3,57129,20.411413579999998,88,29.92,180224,53.30792466048151,0.058488547801971436,0.2,0.0003,0.0390625,-0.6288168948143721,0.001634947,55.1546745300293,870,-0.0023147569270804526
3,57779,20.311688789999998,89,29.77,182272,2.1469408709555866,0.5245941281318665,0.2,0.0003,0.0369140625,-0.6164431726559997,0.0046725655,0.6233065128326416,880,-0.004500412792549468
3,58429,20.0854096,90,29.47,184320,11.053519142325968,0.2199115753173828,0.2,0.0003,0.09931640625,-0.6661183558404445,0.015484699,0.16416724026203156,890,-0.0017164143937407061
3,59078,19.412787529999996,91,28.53,186368,34.14969649296254,0.09424644708633423,0.2,0.0003,0.050830078125,-0.6579715264961123,0.0052461363,0.387891560792923,900,-0.0029608492619445314
3,59728,20.24904599,92,29.71,188416,60.92687084972859,0.19847458600997925,0.2,0.0003,0.002978515625,-0.6413504851981997,0.0006646955,36.57746887207031,910,-0.0015448541576915885
3,60377,20.02726241,93,29.4,190464,7.228627328202128,0.511850118637085,0.2,0.0003,0.02666015625,-0.6848895145580173,0.0010977625,0.8529828786849976,920,-0.001473650610932964
3,61028,19.828444400000002,94,29.12,192512,33.78832995835692,0.14302372932434082,0.2,0.0003,0.00830078125,-0.6473832057788969,0.001623794,2.0670032501220703,930,-0.0015977667208062485
3,61676,20.255458819999998,95,29.7,194560,21.1797923611477,0.2822139263153076,0.2,0.0003,0.0166015625,-0.6521761791780591,0.0015423424,1.5180107355117798,940,-8.875218372850213e-05
3,62327,19.91339163,96,29.2,196608,24.587534402683378,0.4101542830467224,0.2,0.0003,0.018212890625,-0.6350746219977736,0.0032642246,5.776818752288818,950,-0.0011624697228398873
3,62976,20.05503952,97,29.42,198656,36.30961883254349,0.17108041048049927,0.2,0.0003,0.038037109375,-0.6344795065000653,0.0045932382,0.8212136030197144,960,-0.0021865197057195475
3,63627,20.18948125,98,29.61,200704,26.34954233430326,0.24949705600738525,0.2,0.0003,0.03291015625,-0.5985390765592455,0.006603119,1.015030860900879,970,-0.0007187590785179054
3,64276,20.4687523,99,30.0,202752,20.10463411808014,0.37404555082321167,0.2,0.0003,0.033056640625,-0.5339433008804917,0.003193207,6.490551948547363,980,-0.0007322516987187555
3,64925,20.24341138,100,29.7,204800,1.7274339678231627,0.6199845373630524,0.2,0.0003,0.043896484375,-0.5601893270388245,0.0026736825,1.0501807928085327,990,-0.0004783183889230713
3,65575,20.25500232,101,29.72,206848,27.464696320611985,0.20092058181762695,0.2,0.0003,0.042041015625,-0.5231243080459536,0.0036144971,21.942256927490234,1000,-0.001220509388440405
3,66224,19.60642266,102,28.81,208896,20.81116645038128,0.3632732033729553,0.2,0.0003,0.038720703125,-0.5651804257184267,0.009724659,7.378070831298828,1010,-0.0034710341325990155
3,66873,19.90073125,103,29.21,210944,57.00807582288981,0.34525054693222046,0.2,0.0003,0.011328125,-0.6178926335647702,0.0033562237,16.1237850189209,1020,-0.0015942559015456937
3,67522,20.12726504,104,29.51,212992,25.47331055738032,0.6042735874652863,0.2,0.0003,0.007958984375,-0.6539969179779291,0.0028178776,4.654514312744141,1030,-0.0021857567873666993
3,68172,19.95568402,105,29.27,215040,18.91362428832799,0.39124780893325806,0.2,0.0003,0.02138671875,-0.6429326500743627,0.0021042302,0.9310781955718994,1040,-0.000506732542271493
3,68822,20.160423289999997,106,29.57,217088,20.77460640259087,-0.017824769020080566,0.2,0.0003,0.052490234375,-0.6378039179369808,0.004096742,0.7363214492797852,1050,0.00067052430822514
3,69471,20.038933429999997,107,29.41,219136,0.8546038074535318,0.7210696339607239,0.2,0.0003,0.12509765625,-0.5979372539557517,0.0074626347,0.03357527405023575,1060,-0.0016891653300262987
3,70120,20.08697819,108,29.48,221184,43.24312969744206,0.17084842920303345,0.2,0.0003,0.0375,-0.5711809227243065,0.0034581795,22.481136322021484,1070,-0.0012968432096386096
3,70770,20.2673193,109,29.7,223232,40.12645673453808,0.31158775091171265,0.2,0.0003,0.02041015625,-0.5703042333945632,0.0046786545,57.341758728027344,1080,-0.0008781448985246243
3,71420,20.27115067,110,29.69,225280,20.40969559028745,0.6246708631515503,0.2,0.0003,0.03876953125,-0.5722936782054603,0.0029386177,11.294201850891113,1090,-0.0018976893225044478
