rollout/ep_rew_mean,time/fps,time/time_elapsed,time/episodes,time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,train/learning_rate,train/n_updates,train/loss,eval/mean_reward,eval/mean_ep_length
10.621725179999999,0,5910,360,4592,0.7091733333333329,13.81,0.0005,3591,0.45590493083000183,,
10.281537380000001,0,5957,364,4629,0.706829999999999,13.35,0.0005,3628,0.34221357107162476,,
10.148240110000003,0,6002,368,4664,0.7046133333333326,13.18,0.0005,3663,0.6714293956756592,,
9.914075100000002,0,6043,372,4697,0.7025233333333336,12.9,0.0005,3696,0.4536742866039276,,
9.69565558,0,6107,376,4747,0.6993566666666673,12.62,0.0005,3746,0.4636877179145813,,
9.91372567,0,6179,380,4804,0.6957466666666668,12.81,0.0005,3803,0.6664161682128906,,
9.861259789999998,0,6242,384,4854,0.6925800000000005,12.75,0.0005,3853,0.8212459683418274,,
9.84204857,0,6295,388,4895,0.6899833333333338,12.74,0.0005,3894,0.5671080350875854,,
9.73134031,0,6329,392,4922,0.6882733333333331,12.62,0.0005,3921,0.5592353940010071,,
9.671733549999999,0,6418,396,4992,0.6838400000000002,12.41,0.0005,3991,0.3709205985069275,,
,,,,5000,0.6833966666666662,,0.0005,3999,0.353378027677536,9.767748000000001,11.8
9.67184893,0,6642,400,5043,0.6806100000000002,12.42,0.0005,4042,0.5676321983337402,,
9.45474869,0,6674,404,5068,0.6790266666666671,12.17,0.0005,4067,0.24915830790996552,,
9.542622699999999,0,6746,408,5125,0.6754166666666666,12.3,0.0005,4124,0.5814167261123657,,
9.41276428,0,6800,412,5168,0.6726933333333323,12.14,0.0005,4167,0.7955150008201599,,
9.31562632,0,6859,416,5214,0.6697800000000009,12.03,0.0005,4213,0.4570572078227997,,
9.33342892,0,6953,420,5289,0.6650299999999993,12.06,0.0005,4288,0.8159734010696411,,
9.569965909999999,0,7029,424,5349,0.6612299999999998,12.35,0.0005,4348,0.4649134874343872,,
9.44865364,0,7084,428,5393,0.6584433333333338,12.2,0.0005,4392,0.6699730157852173,,
9.350932960000002,0,7150,432,5445,0.6551500000000001,12.05,0.0005,4444,0.928909957408905,,
9.32581147,0,7193,436,5479,0.6529966666666673,12.01,0.0005,4478,0.47278469800949097,,
9.24274219,0,7247,440,5521,0.6503366666666668,11.82,0.0005,4520,0.35523760318756104,,
